mv_eth,1461934604.319585
mv_eth,1461934626.485307
mv_eth,1461934677.807154
mv_eth,1461934837.193478
mv_eth,1461935011.487201
mv_ib,1461931571.491751
mv_ib,1461931635.404388
mv_ib,1461931679.819151
mv_ib,1461931775.786658
mv_ib,1461933174.237528
mv_n1,1461930670.362957
mv_n1,1461930679.733270
mv_n1,1461930706.233412
mv_n1,1461930750.843918
mv_n1,1461930849.927203
op_ib,1461938495.598498
op_ib,1461938528.743986
op_ib,1461938586.450328
op_ib,1461938731.457279
op_ib,1461939084.382658
op_eth,1461940729.832907
op_eth,1461940745.833945
op_eth,1461940773.403303
op_eth,1461940831.759448
op_eth,1461940929.955715
op_n1,1461937820.144559
op_n1,1461937832.303380
op_n1,1461937853.983441
op_n1,1461937913.629897
op_n1,1461938008.356910
