mv_eth,1461936198.311503
mv_eth,1461935296.904662
mv_eth,1461935363.144322
mv_eth,1461935473.933343
mv_eth,1461935657.771400
mv_ib,1461933569.685530
mv_ib,1461933601.199136
mv_ib,1461933663.712236
mv_ib,1461933768.598772
mv_ib,1461933953.293774
mv_n1,1461931030.050006
mv_n1,1461931050.321998
mv_n1,1461931087.058158
mv_n1,1461931140.879991
mv_n1,1461931286.280909
op_ib,1461939461.260946
op_ib,1461939491.813082
op_ib,1461939557.516143
op_ib,1461940149.941967
op_ib,1461940392.017353
op_eth,1461941984.803765
op_eth,1461942003.995321
op_eth,1461942034.335284
op_eth,1461942111.301884
op_eth,1461942253.431323
op_n1,1461938177.310095
op_n1,1461938212.700160
op_n1,1461938247.236421
op_n1,1461938302.287059
op_n1,1461938402.463132
