mv_eth,1461934605.466419
mv_eth,1461934635.192891
mv_eth,1461934708.452038
mv_eth,1461934908.164082
mv_eth,1461935148.303112
mv_ib,1461931572.607430
mv_ib,1461931644.019020
mv_ib,1461931709.627076
mv_ib,1461931847.052617
mv_ib,1461933311.992638
mv_n1,1461930671.549465
mv_n1,1461930689.003346
mv_n1,1461930737.088669
mv_n1,1461930824.921701
mv_n1,1461930993.885845
op_ib,1461938496.788077
op_ib,1461938537.730152
op_ib,1461938616.455322
op_ib,1461938800.894412
op_ib,1461939219.684514
op_eth,1461940732.252688
op_eth,1461940755.206673
op_eth,1461940804.125525
op_eth,1461940903.235956
op_eth,1461941068.322941
op_n1,1461937821.288981
op_n1,1461937841.336723
op_n1,1461937884.397948
op_n1,1461937985.695335
op_n1,1461938149.143687
