mv_eth,1461936195.789022
mv_eth,1461935285.116911
mv_eth,1461935330.512767
mv_eth,1461935407.927816
mv_eth,1461935536.843638
mv_ib,1461933567.156369
mv_ib,1461933589.438468
mv_ib,1461933630.792161
mv_ib,1461933701.697132
mv_ib,1461933835.806262
mv_n1,1461931029.283460
mv_n1,1461931043.375186
mv_n1,1461931067.720994
mv_n1,1461931100.292381
mv_n1,1461931201.244007
op_ib,1461939460.469498
op_ib,1461939486.114309
op_ib,1461939540.003195
op_ib,1461940112.300752
op_ib,1461940318.786438
op_eth,1461941984.117158
op_eth,1461941998.811519
op_eth,1461942017.029925
op_eth,1461942070.435610
op_eth,1461942155.500397
op_n1,1461938176.648905
op_n1,1461938207.611667
op_n1,1461938230.110180
op_n1,1461938261.617427
op_n1,1461938322.914172
