mv_eth,1461936196.495504
mv_eth,1461935287.850844
mv_eth,1461935336.646089
mv_eth,1461935418.836827
mv_eth,1461935553.865484
mv_ib,1461933567.864218
mv_ib,1461933592.172583
mv_ib,1461933636.930782
mv_ib,1461933712.609524
mv_ib,1461933852.841636
mv_n1,1461931029.308886
mv_n1,1461931043.435572
mv_n1,1461931067.853919
mv_n1,1461931100.521133
mv_n1,1461931201.605306
op_ib,1461939460.608003
op_ib,1461939487.023046
op_ib,1461939541.762744
op_ib,1461940112.649553
op_ib,1461940319.247206
op_eth,1461941984.194087
op_eth,1461941999.319581
op_eth,1461942018.808387
op_eth,1461942074.686606
op_eth,1461942162.849158
op_n1,1461938176.667211
op_n1,1461938207.650461
op_n1,1461938230.197122
op_n1,1461938261.773343
op_n1,1461938323.160924
